Enrollment ID,Course Name,Student ID,Enrollment Timestamp,Completion Status
2727,Introduction to Data Science,1664,2024-04-02 10:43:23,Completed
2728,CPP,1087,2023-10-13 10:43:23,In Progress
2729,CPP,1445,2023-10-20 10:43:23,In Progress
2730,CPP,1812,2024-01-08 10:43:23,In Progress
2731,Mobile Computing,777,2023-12-24 10:43:23,In Progress
2732,Introduction to Data Science,760,2024-07-14 10:43:23,Completed
2733,Mobile Computing,168,2023-12-19 10:43:23,In Progress
2734,CPP,203,2024-08-15 10:43:23,Completed
2735,Mobile Computing,111,2023-10-26 10:43:23,Completed
2736,Mobile Computing,348,2024-01-26 10:43:23,In Progress
2737,Introduction to Data Science,1357,2024-05-01 10:43:23,In Progress
2738,CPP,1280,2023-11-11 10:43:23,Completed
2739,CPP,656,2024-09-04 10:43:23,Completed
2740,CPP,1190,2024-01-25 10:43:23,Completed
2741,CPP,1624,2023-11-09 10:43:23,In Progress
2742,CPP,49,2024-08-03 10:43:23,Completed
2743,Mobile Computing,1155,2024-03-03 10:43:23,Completed
2744,Mobile Computing,558,2023-11-28 10:43:23,In Progress
2745,CPP,1923,2023-10-10 10:43:23,Completed
2746,CPP,51,2024-04-01 10:43:23,Completed
2747,Introduction to Data Science,1490,2024-02-11 10:43:23,Completed
2748,CPP,475,2024-03-16 10:43:23,Completed
2749,CPP,592,2024-05-08 10:43:23,In Progress
2750,Introduction to Data Science,64,2023-10-23 10:43:23,In Progress
2751,Introduction to Data Science,1816,2023-12-28 10:43:23,In Progress
2752,Mobile Computing,1587,2023-09-24 10:43:23,Completed
2753,CPP,845,2023-10-18 10:43:23,Completed
2754,CPP,536,2023-12-28 10:43:23,In Progress
2755,CPP,1680,2024-04-01 10:43:23,Completed
2756,CPP,1128,2024-08-05 10:43:23,In Progress
2757,CPP,221,2024-01-09 10:43:23,In Progress
2758,Introduction to Data Science,1955,2024-01-21 10:43:23,In Progress
2759,CPP,1167,2024-01-29 10:43:23,Completed
2760,Mobile Computing,141,2024-01-13 10:43:23,Completed
2761,CPP,1511,2023-12-27 10:43:23,Completed
2762,Mobile Computing,675,2024-07-24 10:43:23,Completed
2763,CPP,1998,2023-11-25 10:43:23,Completed
2764,CPP,1065,2024-08-01 10:43:23,Completed
2765,Introduction to Data Science,1712,2024-07-19 10:43:23,In Progress
2766,CPP,1244,2023-10-27 10:43:23,In Progress
2767,CPP,1076,2023-12-21 10:43:23,In Progress
2768,Mobile Computing,1027,2023-10-30 10:43:23,Completed
2769,CPP,1278,2024-07-14 10:43:23,Completed
2770,Mobile Computing,54,2024-03-28 10:43:23,In Progress
2771,Mobile Computing,402,2024-02-26 10:43:23,Completed
2772,Mobile Computing,1080,2024-05-06 10:43:23,In Progress
2773,CPP,820,2024-07-14 10:43:23,Completed
2774,CPP,1584,2024-02-26 10:43:23,Completed
2775,CPP,274,2023-12-15 10:43:23,Completed
2776,Mobile Computing,509,2024-05-07 10:43:23,In Progress
2777,Mobile Computing,1554,2024-04-30 10:43:23,In Progress
2778,Introduction to Data Science,1129,2024-04-14 10:43:23,In Progress
2779,CPP,1190,2023-11-27 10:43:23,Completed
2780,Introduction to Data Science,334,2024-04-29 10:43:23,In Progress
2781,Introduction to Data Science,1293,2024-05-20 10:43:23,In Progress
2782,Introduction to Data Science,689,2024-04-27 10:43:23,In Progress
2783,CPP,1111,2023-11-04 10:43:23,Completed
2784,Mobile Computing,1937,2023-12-09 10:43:23,In Progress
2785,CPP,328,2024-04-16 10:43:23,In Progress
2786,Introduction to Data Science,1704,2023-10-21 10:43:23,In Progress
2787,Introduction to Data Science,1472,2023-11-28 10:43:23,In Progress
2788,CPP,1865,2023-11-07 10:43:23,In Progress
2789,CPP,966,2024-02-23 10:43:23,Completed
2790,CPP,1162,2023-12-24 10:43:23,In Progress
2791,CPP,447,2023-11-13 10:43:23,Completed
2792,Mobile Computing,1574,2024-05-09 10:43:23,In Progress
2793,CPP,49,2023-12-02 10:43:23,Completed
2794,CPP,1128,2024-04-11 10:43:23,Completed
2795,Mobile Computing,923,2024-08-26 10:43:23,In Progress
2796,Introduction to Data Science,379,2024-06-24 10:43:23,In Progress
2797,CPP,1921,2023-12-26 10:43:23,Completed
2798,Introduction to Data Science,722,2024-01-08 10:43:23,In Progress
2799,Introduction to Data Science,684,2024-03-17 10:43:23,Completed
2800,Mobile Computing,1117,2024-04-07 10:43:23,In Progress
2801,Mobile Computing,166,2024-06-29 10:43:23,Completed
2802,CPP,298,2024-03-13 10:43:23,In Progress
2803,Mobile Computing,1627,2023-12-19 10:43:23,In Progress
2804,Introduction to Data Science,1216,2023-10-06 10:43:23,Completed
2805,Mobile Computing,20,2023-10-08 10:43:23,In Progress
2806,Mobile Computing,1407,2024-05-17 10:43:23,Completed
2807,CPP,904,2024-04-04 10:43:23,Completed
2808,CPP,1695,2024-02-22 10:43:23,In Progress
2809,CPP,1222,2024-07-29 10:43:23,Completed
2810,Introduction to Data Science,173,2024-01-03 10:43:23,Completed
2811,CPP,1604,2024-04-23 10:43:23,Completed
2812,Introduction to Data Science,1635,2024-09-08 10:43:23,In Progress
2813,Introduction to Data Science,191,2024-06-28 10:43:23,Completed
2814,Mobile Computing,691,2024-05-14 10:43:23,In Progress
2815,CPP,1991,2024-07-30 10:43:23,Completed
2816,CPP,1834,2024-06-25 10:43:23,In Progress
2817,Introduction to Data Science,1890,2024-01-02 10:43:23,Completed
2818,Mobile Computing,116,2023-10-20 10:43:23,Completed
2819,Mobile Computing,403,2023-11-18 10:43:23,Completed
2820,CPP,516,2024-03-09 10:43:23,Completed
2821,CPP,283,2023-12-21 10:43:23,Completed
2822,CPP,1873,2023-10-24 10:43:23,In Progress
2823,Mobile Computing,1731,2024-07-07 10:43:23,Completed
2824,CPP,1067,2023-11-08 10:43:23,Completed
2825,CPP,808,2024-02-08 10:43:23,Completed
2826,Mobile Computing,775,2023-11-28 10:43:23,In Progress
2827,Mobile Computing,75,2024-07-04 10:43:23,In Progress
2828,Mobile Computing,1028,2023-10-27 10:43:23,In Progress
2829,Mobile Computing,1761,2024-02-15 10:43:23,In Progress
2830,CPP,836,2024-08-11 10:43:23,Completed
2831,CPP,1149,2023-11-30 10:43:23,In Progress
2832,Mobile Computing,298,2024-06-09 10:43:23,In Progress
2833,Mobile Computing,726,2023-11-05 10:43:23,Completed
2834,Introduction to Data Science,690,2023-11-24 10:43:23,In Progress
2835,Mobile Computing,211,2024-09-19 10:43:23,In Progress
2836,Introduction to Data Science,1927,2024-08-01 10:43:23,Completed
2837,CPP,150,2023-10-17 10:43:23,Completed
2838,Mobile Computing,371,2023-10-25 10:43:23,In Progress
2839,CPP,348,2024-05-15 10:43:23,Completed
2840,Mobile Computing,984,2024-02-28 10:43:23,In Progress
2841,Introduction to Data Science,543,2023-11-11 10:43:23,In Progress
2842,Introduction to Data Science,1055,2024-07-29 10:43:23,Completed
2843,CPP,1669,2023-10-19 10:43:23,In Progress
2844,Introduction to Data Science,1641,2024-07-10 10:43:23,In Progress
2845,CPP,1141,2024-06-08 10:43:23,Completed
2846,Mobile Computing,243,2024-05-14 10:43:23,In Progress
2847,Introduction to Data Science,194,2023-12-09 10:43:23,In Progress
2848,Introduction to Data Science,1817,2024-08-09 10:43:23,In Progress
2849,Mobile Computing,237,2024-03-16 10:43:23,Completed
2850,Introduction to Data Science,1318,2024-03-02 10:43:23,In Progress
2851,Mobile Computing,1667,2024-06-19 10:43:23,In Progress
2852,Mobile Computing,1314,2024-05-04 10:43:23,Completed
2853,Introduction to Data Science,1071,2023-10-26 10:43:23,Completed
2854,CPP,957,2024-05-12 10:43:23,Completed
2855,Mobile Computing,1687,2024-09-20 10:43:23,In Progress
2856,CPP,499,2024-04-09 10:43:23,Completed
2857,Introduction to Data Science,882,2024-06-12 10:43:23,Completed
2858,CPP,1855,2023-11-10 10:43:23,In Progress
2859,Introduction to Data Science,1981,2024-01-08 10:43:23,Completed
2860,Introduction to Data Science,1194,2023-11-13 10:43:23,Completed
2861,Introduction to Data Science,257,2024-07-26 10:43:23,Completed
2862,CPP,382,2023-10-23 10:43:23,Completed
2863,CPP,1160,2024-05-04 10:43:23,In Progress
2864,Mobile Computing,153,2024-04-02 10:43:23,Completed
2865,Introduction to Data Science,415,2024-08-16 10:43:23,Completed
2866,Mobile Computing,1962,2024-03-27 10:43:23,Completed
2867,Introduction to Data Science,894,2024-07-30 10:43:23,In Progress
2868,Mobile Computing,204,2024-09-04 10:43:23,Completed
2869,CPP,586,2024-07-13 10:43:23,Completed
2870,CPP,629,2024-02-27 10:43:23,Completed
2871,Mobile Computing,1750,2024-06-13 10:43:23,Completed
2872,CPP,1803,2024-07-16 10:43:23,In Progress
2873,CPP,1230,2023-10-21 10:43:23,Completed
2874,Introduction to Data Science,281,2024-07-26 10:43:23,Completed
2875,Mobile Computing,697,2024-03-05 10:43:23,In Progress
2876,CPP,332,2024-01-30 10:43:23,In Progress
2877,Mobile Computing,618,2023-10-28 10:43:23,In Progress
2878,Introduction to Data Science,141,2024-07-15 10:43:23,Completed
2879,Introduction to Data Science,782,2023-11-23 10:43:23,Completed
2880,Mobile Computing,1462,2024-05-25 10:43:23,In Progress
2881,Introduction to Data Science,1862,2024-09-14 10:43:23,Completed
2882,Mobile Computing,737,2023-10-11 10:43:23,In Progress
2883,Introduction to Data Science,1205,2024-02-19 10:43:23,In Progress
2884,CPP,431,2024-03-10 10:43:23,In Progress
2885,CPP,1735,2023-09-24 10:43:23,Completed
2886,CPP,1863,2024-08-18 10:43:23,In Progress
2887,CPP,293,2024-01-15 10:43:23,In Progress
2888,CPP,136,2024-07-20 10:43:23,Completed
2889,Mobile Computing,1068,2024-05-28 10:43:23,In Progress
2890,Introduction to Data Science,1036,2024-02-01 10:43:23,In Progress
2891,Introduction to Data Science,1864,2024-06-28 10:43:23,In Progress
2892,Mobile Computing,1408,2023-12-03 10:43:23,Completed
2893,Introduction to Data Science,1559,2023-10-17 10:43:23,In Progress
2894,CPP,1494,2024-02-13 10:43:23,In Progress
2895,Mobile Computing,1238,2024-07-10 10:43:23,In Progress
2896,Mobile Computing,1146,2024-08-12 10:43:23,In Progress
2897,Mobile Computing,1574,2024-07-14 10:43:23,Completed
2898,CPP,235,2024-08-18 10:43:23,Completed
2899,Introduction to Data Science,1875,2024-03-12 10:43:23,Completed
2900,CPP,365,2024-05-22 10:43:23,In Progress
2901,Mobile Computing,716,2024-06-22 10:43:23,In Progress
2902,Introduction to Data Science,1580,2024-02-01 10:43:23,Completed
2903,Mobile Computing,1324,2024-08-08 10:43:23,In Progress
2904,CPP,676,2024-03-24 10:43:23,Completed
2905,Introduction to Data Science,390,2024-02-03 10:43:23,In Progress
2906,Mobile Computing,321,2023-12-21 10:43:23,Completed
2907,CPP,1104,2024-01-02 10:43:23,In Progress
2908,Introduction to Data Science,1922,2024-06-23 10:43:23,In Progress
2909,Introduction to Data Science,1953,2023-12-20 10:43:23,Completed
2910,Introduction to Data Science,1362,2024-04-15 10:43:23,In Progress
2911,Mobile Computing,242,2024-08-27 10:43:23,Completed
2912,Mobile Computing,1885,2024-08-28 10:43:23,In Progress
2913,Mobile Computing,870,2023-12-24 10:43:23,In Progress
2914,CPP,310,2024-08-04 10:43:23,In Progress
2915,Introduction to Data Science,1697,2024-02-28 10:43:23,Completed
2916,Introduction to Data Science,1727,2024-03-10 10:43:23,Completed
2917,Mobile Computing,271,2024-04-04 10:43:23,Completed
2918,Introduction to Data Science,777,2023-12-04 10:43:23,In Progress
2919,Introduction to Data Science,1291,2023-09-27 10:43:23,In Progress
2920,CPP,208,2023-12-17 10:43:23,Completed
2921,CPP,1699,2024-08-26 10:43:23,In Progress
2922,CPP,1227,2023-10-06 10:43:23,Completed
2923,CPP,1692,2024-05-22 10:43:23,Completed
2924,Mobile Computing,472,2024-01-25 10:43:23,Completed
2925,CPP,1470,2024-04-09 10:43:23,In Progress
2926,CPP,177,2023-10-22 10:43:23,Completed
2927,CPP,1902,2023-11-21 10:43:23,Completed
2928,Mobile Computing,152,2024-07-25 10:43:23,Completed
2929,CPP,1990,2024-06-17 10:43:23,Completed
2930,Mobile Computing,210,2024-08-11 10:43:23,In Progress
2931,Mobile Computing,754,2024-03-22 10:43:23,Completed
2932,Introduction to Data Science,905,2024-01-08 10:43:23,In Progress
2933,Mobile Computing,694,2023-11-29 10:43:23,In Progress
2934,Introduction to Data Science,1162,2024-04-19 10:43:23,In Progress
2935,Introduction to Data Science,822,2024-01-01 10:43:23,In Progress
2936,CPP,1015,2024-04-16 10:43:23,Completed
2937,CPP,1155,2023-11-01 10:43:23,Completed
2938,Mobile Computing,25,2024-04-20 10:43:23,Completed
2939,Mobile Computing,1355,2024-03-06 10:43:23,Completed
2940,Introduction to Data Science,1983,2024-02-12 10:43:23,In Progress
2941,Mobile Computing,66,2024-07-24 10:43:23,In Progress
2942,CPP,881,2024-07-06 10:43:23,Completed
2943,Mobile Computing,1443,2024-03-06 10:43:23,In Progress
2944,CPP,1281,2024-06-20 10:43:23,In Progress
2945,CPP,791,2023-12-09 10:43:23,Completed
2946,Mobile Computing,720,2023-10-09 10:43:23,Completed
2947,CPP,1625,2023-12-19 10:43:23,In Progress
2948,Mobile Computing,1072,2024-07-01 10:43:23,In Progress
2949,Mobile Computing,1327,2024-05-24 10:43:23,In Progress
2950,Mobile Computing,1086,2024-02-16 10:43:23,Completed
2951,Mobile Computing,801,2024-07-29 10:43:23,In Progress
2952,CPP,1652,2023-10-16 10:43:23,In Progress
2953,Introduction to Data Science,1706,2024-05-15 10:43:23,In Progress
2954,Introduction to Data Science,944,2023-11-15 10:43:23,In Progress
2955,CPP,66,2023-10-11 10:43:23,Completed
2956,Introduction to Data Science,1692,2024-05-29 10:43:23,In Progress
2957,Mobile Computing,1279,2024-04-30 10:43:23,In Progress
2958,Mobile Computing,550,2024-04-06 10:43:23,In Progress
2959,CPP,736,2023-11-07 10:43:23,Completed
2960,Introduction to Data Science,1175,2023-10-01 10:43:23,In Progress
2961,Mobile Computing,627,2024-01-11 10:43:23,Completed
2962,Introduction to Data Science,681,2023-12-31 10:43:23,In Progress
2963,Introduction to Data Science,1624,2024-04-16 10:43:23,In Progress
2964,CPP,1652,2023-10-25 10:43:23,Completed
2965,Introduction to Data Science,1044,2023-12-09 10:43:23,Completed
2966,Introduction to Data Science,1677,2023-10-05 10:43:23,In Progress
2967,Introduction to Data Science,1775,2024-02-17 10:43:23,Completed
2968,CPP,1771,2024-02-18 10:43:23,In Progress
2969,Mobile Computing,1121,2024-05-11 10:43:23,Completed
2970,Mobile Computing,95,2024-07-02 10:43:23,In Progress
2971,CPP,209,2024-05-17 10:43:23,Completed
2972,Mobile Computing,1682,2023-10-13 10:43:23,Completed
2973,CPP,1087,2023-11-14 10:43:23,In Progress
2974,Introduction to Data Science,622,2024-06-29 10:43:23,Completed
2975,Introduction to Data Science,214,2024-05-23 10:43:23,In Progress
2976,Mobile Computing,1347,2023-10-02 10:43:23,Completed
2977,CPP,963,2024-05-16 10:43:23,Completed
2978,CPP,143,2023-12-05 10:43:23,Completed
2979,Introduction to Data Science,1044,2024-09-16 10:43:23,In Progress
2980,Introduction to Data Science,129,2024-01-07 10:43:23,In Progress
2981,Introduction to Data Science,1776,2024-01-20 10:43:23,Completed
2982,CPP,1344,2024-02-13 10:43:23,Completed
2983,Mobile Computing,882,2024-08-26 10:43:23,Completed
2984,Introduction to Data Science,807,2023-11-19 10:43:23,In Progress
2985,CPP,320,2024-01-09 10:43:23,In Progress
2986,Introduction to Data Science,1493,2024-04-03 10:43:23,In Progress
2987,CPP,396,2023-12-15 10:43:23,Completed
2988,Introduction to Data Science,1677,2024-03-21 10:43:23,Completed
2989,Introduction to Data Science,1013,2024-07-07 10:43:23,Completed
2990,Mobile Computing,1287,2024-03-09 10:43:23,In Progress
2991,Mobile Computing,1148,2023-10-30 10:43:23,Completed
2992,Mobile Computing,1583,2024-09-09 10:43:23,Completed
2993,Introduction to Data Science,1556,2024-08-07 10:43:23,In Progress
2994,Introduction to Data Science,1943,2024-06-02 10:43:23,In Progress
2995,CPP,694,2023-12-07 10:43:23,Completed
2996,Mobile Computing,1825,2023-12-10 10:43:23,Completed
2997,Introduction to Data Science,1505,2023-11-08 10:43:23,In Progress
2998,CPP,142,2024-01-17 10:43:23,In Progress
2999,CPP,1025,2024-01-28 10:43:23,In Progress
3000,Mobile Computing,1983,2024-07-16 10:43:23,Completed
3001,CPP,1269,2024-07-23 10:43:23,In Progress
3002,Introduction to Data Science,738,2023-11-20 10:43:23,Completed
3003,CPP,30,2024-09-19 10:43:23,In Progress
3004,CPP,297,2024-09-02 10:43:23,Completed
3005,Mobile Computing,414,2024-04-06 10:43:23,Completed
3006,CPP,1508,2024-01-25 10:43:23,In Progress
3007,Introduction to Data Science,1771,2023-11-23 10:43:23,Completed
3008,CPP,1373,2023-09-28 10:43:23,In Progress
3009,Mobile Computing,592,2023-11-14 10:43:23,Completed
3010,Mobile Computing,652,2024-05-01 10:43:23,Completed
3011,Introduction to Data Science,1610,2023-11-27 10:43:23,In Progress
3012,CPP,191,2024-07-02 10:43:23,In Progress
3013,Introduction to Data Science,952,2024-03-17 10:43:23,In Progress
3014,CPP,199,2023-11-25 10:43:23,Completed
3015,Mobile Computing,428,2024-01-14 10:43:23,Completed
3016,Mobile Computing,1388,2024-05-13 10:43:23,In Progress
3017,Introduction to Data Science,926,2024-08-05 10:43:23,In Progress
3018,Introduction to Data Science,902,2023-10-13 10:43:23,In Progress
3019,CPP,1771,2024-06-24 10:43:23,In Progress
3020,Mobile Computing,1751,2024-08-04 10:43:23,Completed
3021,CPP,1170,2024-05-28 10:43:23,In Progress
3022,Introduction to Data Science,1754,2024-07-04 10:43:23,In Progress
3023,CPP,1979,2023-12-08 10:43:23,Completed
3024,Mobile Computing,255,2023-10-05 10:43:23,In Progress
3025,Mobile Computing,1013,2024-02-04 10:43:23,Completed
3026,Introduction to Data Science,1083,2024-04-11 10:43:23,In Progress
3027,Mobile Computing,868,2023-10-15 10:43:23,In Progress
3028,Mobile Computing,823,2024-06-15 10:43:23,In Progress
3029,Introduction to Data Science,1541,2024-06-13 10:43:23,In Progress
3030,Mobile Computing,620,2024-08-31 10:43:23,In Progress
3031,Introduction to Data Science,1812,2023-12-13 10:43:23,Completed
3032,CPP,447,2023-11-19 10:43:23,In Progress
3033,Mobile Computing,1000,2023-12-23 10:43:23,In Progress
3034,Mobile Computing,586,2023-11-21 10:43:23,In Progress
3035,Mobile Computing,1287,2024-06-05 10:43:23,Completed
3036,Introduction to Data Science,539,2024-03-15 10:43:23,In Progress
3037,Mobile Computing,1060,2023-12-25 10:43:23,In Progress
3038,Introduction to Data Science,117,2023-10-29 10:43:23,In Progress
3039,Introduction to Data Science,1366,2024-02-16 10:43:23,Completed
3040,CPP,890,2023-09-29 10:43:23,In Progress
3041,CPP,1458,2023-10-25 10:43:23,In Progress
3042,Mobile Computing,243,2024-09-20 10:43:23,In Progress
3043,CPP,1494,2024-06-07 10:43:23,Completed
3044,Mobile Computing,1370,2024-08-07 10:43:23,Completed
3045,Introduction to Data Science,1395,2024-02-25 10:43:23,In Progress
3046,Mobile Computing,1716,2024-09-14 10:43:23,Completed
3047,CPP,1973,2024-02-22 10:43:23,In Progress
3048,CPP,1388,2024-04-14 10:43:23,Completed
3049,Mobile Computing,475,2024-06-28 10:43:23,Completed
3050,Introduction to Data Science,1542,2024-05-13 10:43:23,Completed
3051,Introduction to Data Science,530,2024-04-01 10:43:23,In Progress
3052,Mobile Computing,456,2023-11-04 10:43:23,In Progress
3053,Mobile Computing,1598,2024-07-08 10:43:23,Completed
3054,Mobile Computing,853,2024-03-10 10:43:23,In Progress
3055,Mobile Computing,1512,2024-05-17 10:43:23,In Progress
3056,Mobile Computing,247,2024-09-23 10:43:23,Completed
3057,CPP,177,2024-02-05 10:43:23,In Progress
3058,Mobile Computing,594,2024-02-27 10:43:23,Completed
3059,Mobile Computing,1185,2023-10-17 10:43:23,In Progress
3060,Mobile Computing,443,2024-07-04 10:43:23,Completed
3061,Mobile Computing,1423,2024-04-30 10:43:23,Completed
3062,CPP,65,2023-12-01 10:43:23,In Progress
3063,CPP,1494,2024-08-04 10:43:23,Completed
3064,Introduction to Data Science,477,2024-08-07 10:43:23,In Progress
3065,Mobile Computing,1531,2023-12-25 10:43:23,Completed
3066,Mobile Computing,23,2024-03-09 10:43:23,In Progress
3067,Introduction to Data Science,1934,2024-03-24 10:43:23,In Progress
3068,Introduction to Data Science,1693,2024-07-02 10:43:23,Completed
3069,Mobile Computing,1288,2024-02-04 10:43:23,In Progress
3070,Mobile Computing,125,2024-03-26 10:43:23,Completed
3071,Mobile Computing,302,2023-10-01 10:43:23,In Progress
3072,Mobile Computing,594,2024-02-29 10:43:23,Completed
3073,CPP,223,2024-03-05 10:43:23,In Progress
3074,Introduction to Data Science,1216,2024-05-12 10:43:23,In Progress
3075,CPP,1692,2024-01-12 10:43:23,In Progress
3076,Introduction to Data Science,469,2024-09-07 10:43:23,In Progress
3077,CPP,335,2024-03-15 10:43:23,Completed
3078,Introduction to Data Science,269,2024-06-04 10:43:23,In Progress
3079,Mobile Computing,334,2024-08-21 10:43:23,Completed
3080,Mobile Computing,71,2024-08-11 10:43:23,Completed
3081,CPP,884,2023-10-12 10:43:23,Completed
3082,Mobile Computing,174,2023-11-08 10:43:23,In Progress
3083,Mobile Computing,923,2024-03-31 10:43:23,In Progress
3084,CPP,1614,2024-09-22 10:43:23,In Progress
3085,Mobile Computing,683,2024-09-11 10:43:23,In Progress
3086,CPP,686,2023-12-16 10:43:23,Completed
3087,Mobile Computing,2,2024-01-28 10:43:23,In Progress
3088,Introduction to Data Science,476,2024-01-28 10:43:23,Completed
3089,CPP,340,2024-09-07 10:43:23,Completed
3090,Mobile Computing,430,2024-01-17 10:43:23,Completed
3091,CPP,461,2024-05-17 10:43:23,In Progress
3092,Introduction to Data Science,1844,2023-11-18 10:43:23,Completed
3093,Mobile Computing,1278,2024-03-29 10:43:23,In Progress
3094,CPP,1343,2023-09-25 10:43:23,Completed
3095,Mobile Computing,1097,2024-07-10 10:43:23,Completed
3096,CPP,514,2024-05-01 10:43:23,In Progress
3097,Introduction to Data Science,672,2024-03-18 10:43:23,Completed
3098,Introduction to Data Science,1262,2024-06-30 10:43:23,In Progress
3099,Mobile Computing,229,2023-12-21 10:43:23,In Progress
3100,Mobile Computing,1878,2024-03-28 10:43:23,Completed
3101,Mobile Computing,1689,2024-04-13 10:43:23,Completed
3102,CPP,1039,2024-04-21 10:43:23,Completed
3103,CPP,1868,2024-01-11 10:43:23,Completed
3104,CPP,195,2024-04-19 10:43:23,Completed
3105,Mobile Computing,731,2024-02-09 10:43:23,Completed
3106,Mobile Computing,1775,2024-08-12 10:43:23,In Progress
3107,Introduction to Data Science,303,2024-08-17 10:43:23,Completed
3108,Mobile Computing,1329,2024-07-30 10:43:23,Completed
3109,CPP,182,2023-11-06 10:43:23,Completed
3110,Introduction to Data Science,1253,2024-05-24 10:43:23,In Progress
3111,Mobile Computing,15,2023-12-03 10:43:23,In Progress
3112,CPP,145,2024-07-19 10:43:23,In Progress
3113,Introduction to Data Science,11,2023-11-12 10:43:23,In Progress
3114,Mobile Computing,1475,2023-10-03 10:43:23,In Progress
3115,CPP,652,2024-04-19 10:43:23,In Progress
3116,Introduction to Data Science,617,2024-03-18 10:43:23,In Progress
3117,CPP,1117,2023-10-17 10:43:23,In Progress
3118,CPP,1097,2024-08-31 10:43:23,Completed
3119,CPP,667,2024-07-13 10:43:23,Completed
3120,Introduction to Data Science,1036,2023-10-19 10:43:23,In Progress
3121,Introduction to Data Science,414,2024-05-17 10:43:23,Completed
3122,CPP,513,2024-06-09 10:43:23,In Progress
3123,CPP,1463,2024-01-03 10:43:23,In Progress
3124,CPP,108,2024-09-23 10:43:23,Completed
3125,CPP,1731,2023-09-29 10:43:23,In Progress
3126,CPP,764,2024-05-05 10:43:23,In Progress
3127,Mobile Computing,1070,2024-01-01 10:43:23,Completed
3128,Introduction to Data Science,1870,2024-06-29 10:43:23,Completed
3129,Introduction to Data Science,743,2024-07-05 10:43:23,Completed
3130,Mobile Computing,377,2023-10-27 10:43:23,In Progress
3131,CPP,812,2023-11-22 10:43:23,In Progress
3132,Introduction to Data Science,1729,2024-04-02 10:43:23,Completed
3133,Mobile Computing,699,2024-05-08 10:43:23,Completed
3134,Mobile Computing,1408,2024-02-03 10:43:23,Completed
3135,CPP,1022,2024-09-08 10:43:23,Completed
3136,CPP,852,2024-02-21 10:43:23,Completed
3137,CPP,1860,2023-10-26 10:43:23,In Progress
3138,Mobile Computing,5,2024-03-16 10:43:23,Completed
3139,Mobile Computing,1985,2024-06-13 10:43:23,In Progress
3140,Introduction to Data Science,895,2023-11-06 10:43:23,Completed
3141,CPP,1833,2024-09-02 10:43:23,In Progress
3142,Mobile Computing,745,2024-03-25 10:43:23,In Progress
3143,Mobile Computing,1565,2024-07-22 10:43:23,Completed
3144,Introduction to Data Science,735,2024-03-02 10:43:23,Completed
3145,Mobile Computing,362,2024-06-09 10:43:23,Completed
3146,Introduction to Data Science,565,2024-01-07 10:43:23,Completed
3147,Mobile Computing,956,2024-01-15 10:43:23,Completed
3148,CPP,1231,2024-04-17 10:43:23,In Progress
3149,CPP,294,2024-04-06 10:43:23,Completed
3150,Mobile Computing,1998,2024-04-20 10:43:23,In Progress
3151,Introduction to Data Science,519,2024-06-30 10:43:23,In Progress
3152,Introduction to Data Science,121,2024-07-28 10:43:23,In Progress
3153,CPP,1092,2024-03-28 10:43:23,Completed
3154,CPP,873,2024-05-17 10:43:23,Completed
3155,CPP,1603,2023-11-23 10:43:23,Completed
3156,Mobile Computing,1749,2024-01-04 10:43:23,In Progress
3157,CPP,1812,2024-04-22 10:43:23,In Progress
3158,Mobile Computing,1164,2024-03-27 10:43:23,In Progress
3159,Mobile Computing,256,2023-10-10 10:43:23,Completed
3160,CPP,1650,2024-07-30 10:43:23,Completed
3161,Mobile Computing,657,2024-08-20 10:43:23,In Progress
3162,Introduction to Data Science,1992,2024-03-09 10:43:23,Completed
3163,Introduction to Data Science,590,2024-01-15 10:43:23,In Progress
3164,CPP,1134,2024-06-20 10:43:23,Completed
3165,CPP,1975,2023-11-02 10:43:23,Completed
3166,Introduction to Data Science,1857,2024-01-10 10:43:23,Completed
3167,Mobile Computing,1232,2024-05-26 10:43:23,Completed
3168,Introduction to Data Science,1979,2024-08-09 10:43:23,Completed
3169,CPP,428,2024-03-26 10:43:23,Completed
3170,Mobile Computing,1954,2024-04-01 10:43:23,In Progress
3171,Mobile Computing,510,2024-02-17 10:43:23,Completed
3172,Mobile Computing,906,2024-02-18 10:43:23,In Progress
3173,Mobile Computing,1519,2024-03-13 10:43:23,In Progress
3174,Mobile Computing,1321,2024-02-02 10:43:23,Completed
3175,CPP,999,2023-12-16 10:43:23,In Progress
3176,Introduction to Data Science,1835,2024-04-03 10:43:23,In Progress
3177,CPP,1999,2024-08-16 10:43:23,Completed
3178,CPP,372,2023-11-11 10:43:23,In Progress
3179,Mobile Computing,443,2024-07-14 10:43:23,Completed
3180,Introduction to Data Science,254,2024-05-10 10:43:23,In Progress
3181,Mobile Computing,1099,2024-08-28 10:43:23,In Progress
3182,CPP,669,2024-03-12 10:43:23,Completed
3183,Mobile Computing,591,2024-03-06 10:43:23,In Progress
3184,CPP,1796,2024-06-27 10:43:23,In Progress
3185,CPP,517,2024-06-05 10:43:23,In Progress
3186,Mobile Computing,1527,2024-02-18 10:43:23,Completed
3187,CPP,185,2024-04-21 10:43:23,In Progress
3188,Mobile Computing,346,2024-04-07 10:43:23,In Progress
3189,Introduction to Data Science,1424,2024-06-16 10:43:23,In Progress
